article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
science/2020/apr/15/traffic-noise-reduces-bats-ability-to-feed,https://www.theguardian.com/science/2020/apr/15/traffic-noise-reduces-bats-ability-to-feed,Traffic noise reduces bats' ability to feed,Science,yes,440,12,0.3136,0.0002,0.2952,0.0002,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.0002,0.1416,0.2475,0.3136,0.0002,0.0001
society/2019/oct/18/brain-hack-quest-for-new-treatment-eating-disorders,https://www.theguardian.com/society/2019/oct/18/brain-hack-quest-for-new-treatment-eating-disorders,Brain hack: the quest for new treatments for eating disorders,Society,yes,1200,9,0.656,0.0001,0.0,0.0001,0.3143,0.0001,0.0001,0.0001,0.0001,0.0001,0.656,0.0001,0.0289,0.0001,0.0001,0.0001
australia-news/2018/nov/13/labor-pledges-to-transform-policy-making-by-creating-evaluator-general,https://www.theguardian.com/australia-news/2018/nov/13/labor-pledges-to-transform-policy-making-by-creating-evaluator-general,Labor pledges to transform policy-making by creating evaluator general,Australia news,yes,478,3,0.262,0.0001,0.0001,0.0465,0.262,0.0001,0.0001,0.0666,0.0001,0.2431,0.1832,0.0001,0.1972,0.0001,0.0002,0.0001
education/2020/feb/25/grammar-school-scoring-wrong-11-plus-tribunal,https://www.theguardian.com/education/2020/feb/25/grammar-school-scoring-wrong-11-plus-tribunal,"Grammar school scoring is wrong, says father – and hopes finally to prove it",Education,yes,1182,4,0.4662,0.0001,0.0001,0.0001,0.3604,0.4662,0.0001,0.0001,0.0001,0.1097,0.063,0.0001,0.0001,0.0001,0.0001,0.0001
science/2019/nov/03/naomi-oreskes-interview-why-trust-science-climate-donald-trump-vaccine,https://www.theguardian.com/science/2019/nov/03/naomi-oreskes-interview-why-trust-science-climate-donald-trump-vaccine,Naomi Oreskes: ‘Discrediting science is a political strategy’,Science,yes,1512,0,0.3141,0.3141,0.0691,0.0001,0.1448,0.0001,0.0001,0.0001,0.0,0.0001,0.2537,0.0001,0.1952,0.0225,0.0001,0.0
society/2020/jul/30/secret-world-intensive-care-unit-hospitals-critical-care-coronavirus,https://www.theguardian.com/society/2020/jul/30/secret-world-intensive-care-unit-hospitals-critical-care-coronavirus,‘We could see this tsunami of people coming’: inside the secret world of intensive care,Society,yes,3308,9,0.8139,0.0,0.0,0.0,0.1857,0.0,0.0,0.0001,0.0,0.0,0.8139,0.0,0.0,0.0,0.0,0.0
world/2019/aug/12/ebola-now-curable-after-trials-of-drugs-in-drc-say-scientists,https://www.theguardian.com/world/2019/aug/12/ebola-now-curable-after-trials-of-drugs-in-drc-say-scientists,"Ebola now curable after trials of drugs in DRC, say scientists",World news,yes,702,9,0.7121,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0001,0.7121,0.0001,0.0001,0.286,0.0002,0.0001
australia-news/2019/nov/08/sydney-obstetrician-said-women-should-sign-a-consent-form-for-vaginal-births,https://www.theguardian.com/australia-news/2019/nov/08/sydney-obstetrician-said-women-should-sign-a-consent-form-for-vaginal-births,Sydney obstetrician said women should sign a consent form for vaginal births,Australia news,yes,1713,2,0.3301,0.0001,0.0,0.3301,0.0708,0.0,0.0,0.0001,0.0,0.0001,0.1776,0.0,0.0001,0.3141,0.1069,0.0
education/2018/nov/22/conflict-resolution-programme-improves-wellbeing-of-pupils,https://www.theguardian.com/education/2018/nov/22/conflict-resolution-programme-improves-wellbeing-of-pupils,Conflict resolution programme 'improves wellbeing of pupils',Education,yes,553,3,0.9307,0.0001,0.0001,0.0001,0.9307,0.0001,0.0001,0.0003,0.0001,0.0002,0.0295,0.0001,0.0002,0.0001,0.0382,0.0001
society/2019/jun/13/contraceptive-injections-do-not-increase-chance-of-contracting-hiv-study-finds,https://www.theguardian.com/society/2019/jun/13/contraceptive-injections-do-not-increase-chance-of-contracting-hiv-study-finds,"Contraceptive injections do not increase risk of contracting HIV, study finds",Society,yes,728,12,0.9384,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0601,0.0001,0.0001,0.9384,0.0001,0.0001
society/2019/jan/30/vaping-twice-as-likely-as-gum-to-help-smokers-quit-research-finds,https://www.theguardian.com/society/2019/jan/30/vaping-twice-as-likely-as-gum-to-help-smokers-quit-research-finds,"Vaping twice as likely as gum to help smokers quit, research finds",Society,yes,834,3,0.7288,0.0001,0.0001,0.0001,0.7288,0.0001,0.0001,0.0002,0.0001,0.0001,0.2699,0.0001,0.0001,0.0001,0.0001,0.0001
society/2018/aug/01/dengue-fever-outbreak-halted-by-release-of-infected-mosquitoes,https://www.theguardian.com/society/2018/aug/01/dengue-fever-outbreak-halted-by-release-of-infected-mosquitoes,Dengue fever outbreak halted by release of special mosquitoes,Society,yes,686,12,0.9545,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0433,0.9545,0.0002,0.0001
science/2018/aug/09/salt-not-as-damaging-to-health-as-previously-thought-says-study,https://www.theguardian.com/science/2018/aug/09/salt-not-as-damaging-to-health-as-previously-thought-says-study,"Salt not as damaging to health as previously thought, says study",Science,yes,747,9,0.5429,0.0001,0.0001,0.0001,0.4556,0.0001,0.0001,0.0002,0.0001,0.0001,0.5429,0.0001,0.0001,0.0001,0.0002,0.0001
global-development-professionals-network/2017/jul/28/we-know-how-to-cut-deforestation-we-just-havent-got-the-money-to-do-it,https://www.theguardian.com/global-development-professionals-network/2017/jul/28/we-know-how-to-cut-deforestation-we-just-havent-got-the-money-to-do-it,We know how to reduce deforestation – so where's the money?,Working in development,yes,724,11,0.788,0.0001,0.0001,0.0001,0.0002,0.1746,0.0001,0.0002,0.0001,0.0001,0.025,0.0001,0.788,0.0109,0.0002,0.0001
society/2018/may/08/prostate-cancer-screening-psa-test-risks,https://www.theguardian.com/society/2018/may/08/prostate-cancer-screening-psa-test-risks,"Prostate cancer screening test is overused for older men, experts say",Society,yes,605,9,0.9763,0.0001,0.0218,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.9763,0.0001,0.0001,0.0001,0.0002,0.0001
science/2016/may/17/magic-mushrooms-lift-severe-depression-in-clinical-trial,https://www.theguardian.com/science/2016/may/17/magic-mushrooms-lift-severe-depression-in-clinical-trial,Magic mushrooms lift severe depression in clinical trial,Science,yes,867,9,0.8758,0.0001,0.0001,0.0001,0.1228,0.0001,0.0001,0.0002,0.0001,0.0001,0.8758,0.0001,0.0001,0.0001,0.0001,0.0001
news/2018/nov/30/bowel-movement-change-the-way-you-poo-squatty-potty-toilet,https://www.theguardian.com/news/2018/nov/30/bowel-movement-change-the-way-you-poo-squatty-potty-toilet,Bowel movement: the push to change the way you poo,News,yes,4534,5,0.4635,0.1803,0.0,0.0,0.0208,0.0901,0.4635,0.0,0.0,0.0,0.1851,0.0388,0.0211,0.0,0.0,0.0
australia-news/2019/may/14/inequality-and-climate-change-the-perfect-storm-threatening-the-health-of-australias-poorest,https://www.theguardian.com/australia-news/2019/may/14/inequality-and-climate-change-the-perfect-storm-threatening-the-health-of-australias-poorest,Inequality and climate change: the perfect storm threatening the health of Australia's poorest,Australia news,yes,2458,3,0.627,0.0,0.0,0.046,0.627,0.0,0.0,0.0001,0.0,0.054,0.0,0.0803,0.1925,0.0,0.0,0.0
society/2018/jan/31/folic-acid-new-research-is-a-game-changer-in-push-to-fortify-british-foods,https://www.theguardian.com/society/2018/jan/31/folic-acid-new-research-is-a-game-changer-in-push-to-fortify-british-foods,Folic acid: new research is a 'gamechanger' in push to fortify British foods,Society,yes,394,9,0.4713,0.0002,0.0001,0.0002,0.4117,0.0002,0.0002,0.0004,0.0002,0.0002,0.4713,0.0002,0.0002,0.033,0.0003,0.0817
uk-news/2018/dec/03/whats-in-a-name-how-mystery-shopping-studies-show-bias,https://www.theguardian.com/uk-news/2018/dec/03/whats-in-a-name-how-mystery-shopping-studies-show-bias,What's in a name? How 'mystery shopping' studies show bias,UK news,yes,721,4,0.5272,0.2171,0.0591,0.0001,0.0002,0.5272,0.0001,0.0002,0.0001,0.0001,0.1028,0.0925,0.0001,0.0001,0.0002,0.0001
science/2017/dec/15/this-may-be-a-turning-point-in-treating-neurodegenerative-diseases,https://www.theguardian.com/science/2017/dec/15/this-may-be-a-turning-point-in-treating-neurodegenerative-diseases,This may be a turning point in treating neurodegenerative diseases,Science,yes,1084,9,0.9987,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001,0.0001,0.0001,0.0001,0.0001
science/2017/sep/15/solid-and-liquid-cats-didgeridoos-and-cheese-disgust-scoop-ig-nobel-awards,https://www.theguardian.com/science/2017/sep/15/solid-and-liquid-cats-didgeridoos-and-cheese-disgust-scoop-ig-nobel-awards,"Solid and liquid cats, didgeridoos and cheese disgust scoop Ig Nobel awards",Science,yes,656,9,0.6268,0.1801,0.0001,0.042,0.0002,0.0001,0.0001,0.0893,0.0001,0.0001,0.6268,0.0215,0.0392,0.0001,0.0002,0.0001
society/2019/feb/20/in-pain-all-the-time-will-there-ever-be-relief-for-women-with-chronic-life-changing-utis,https://www.theguardian.com/society/2019/feb/20/in-pain-all-the-time-will-there-ever-be-relief-for-women-with-chronic-life-changing-utis,"'In pain all the time': will there ever be a cure for chronic, life-changing UTIs?",Society,yes,2439,9,0.7717,0.0,0.0,0.0,0.2073,0.0205,0.0,0.0001,0.0,0.0,0.7717,0.0,0.0,0.0,0.0001,0.0
society/2017/jun/08/miracle-hepatitis-c-drugs-costing-30k-per-patient-may-have-no-clinical-effect,https://www.theguardian.com/society/2017/jun/08/miracle-hepatitis-c-drugs-costing-30k-per-patient-may-have-no-clinical-effect,'Miracle' hepatitis C drugs costing £30k per patient 'may have no clinical effect',Society,yes,765,9,0.9983,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9983,0.0001,0.0001,0.0001,0.0002,0.0001
australia-news/2017/jul/10/johnson-johnson-tried-to-prevent-report-about-pelvic-mesh-devices-court-hears,https://www.theguardian.com/australia-news/2017/jul/10/johnson-johnson-tried-to-prevent-report-about-pelvic-mesh-devices-court-hears,"Johnson & Johnson ​tried to prevent report about pelvic mesh devices, court hears",Australia news,yes,638,9,0.6486,0.0001,0.0001,0.0001,0.0002,0.1643,0.0001,0.0002,0.0001,0.1237,0.6486,0.0001,0.0001,0.0001,0.0619,0.0001
news/2017/oct/06/why-cant-we-cure-the-common-cold,https://www.theguardian.com/news/2017/oct/06/why-cant-we-cure-the-common-cold,Why can’t we cure the common cold?,News,yes,4548,9,0.3792,0.0135,0.0,0.0,0.1636,0.0,0.0,0.0161,0.0,0.0,0.3792,0.0498,0.0,0.3776,0.0,0.0
environment/2018/sep/25/whitewash-us-oil-and-gas-lobbyists-try-to-discredit-australian-seismic-research,https://www.theguardian.com/environment/2018/sep/25/whitewash-us-oil-and-gas-lobbyists-try-to-discredit-australian-seismic-research,'Whitewash': US oil and gas lobbyists try to discredit Australian seismic research,Environment,yes,935,11,0.7672,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0451,0.1866,0.0001,0.7672,0.0001,0.0001,0.0001
society/2017/jun/03/prostate-cancer-therapy-study-abiraterone,https://www.theguardian.com/society/2017/jun/03/prostate-cancer-therapy-study-abiraterone,Prostate cancer trial stuns researchers: 'It's a once in a career feeling',Society,yes,455,9,0.9974,0.0002,0.0001,0.0002,0.0003,0.0002,0.0001,0.0003,0.0001,0.0002,0.9974,0.0002,0.0002,0.0001,0.0002,0.0001
society/2018/jan/19/does-dry-january-work-we-ask-the-experts,https://www.theguardian.com/society/2018/jan/19/does-dry-january-work-we-ask-the-experts,Does dry January work? We ask the experts,Society,yes,1256,3,0.7673,0.0001,0.0001,0.0001,0.7673,0.0001,0.0001,0.0001,0.0001,0.0001,0.2317,0.0001,0.0001,0.0001,0.0001,0.0001
global-development-professionals-network/2017/sep/07/pains-and-needles-brain-scans-point-to-hidden-effects-of-acupuncture,https://www.theguardian.com/global-development-professionals-network/2017/sep/07/pains-and-needles-brain-scans-point-to-hidden-effects-of-acupuncture,Pains and needles: brain scans point to hidden effects of acupuncture,Working in development,yes,1412,9,0.9992,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.9992,0.0,0.0001,0.0,0.0001,0.0
society/2017/jul/24/case-of-healthy-hiv-baby-could-help-others-say-scientists,https://www.theguardian.com/society/2017/jul/24/case-of-healthy-hiv-baby-could-help-others-say-scientists,Child treated for HIV at birth is healthy nine years on without further treatment,Society,yes,609,9,0.4258,0.0001,0.0001,0.0001,0.1575,0.0001,0.0001,0.0003,0.0001,0.0002,0.4258,0.0001,0.0002,0.4151,0.0002,0.0001
science/sifting-the-evidence/2016/sep/21/failing-update-their-warnings-drug-regulators-letting-patients-down-fda-varenicline,https://www.theguardian.com/science/sifting-the-evidence/2016/sep/21/failing-update-their-warnings-drug-regulators-letting-patients-down-fda-varenicline,"By failing to update their warnings, drug regulators are letting patients down",Science,yes,1253,9,0.7686,0.0001,0.0,0.0001,0.1287,0.0001,0.0001,0.0001,0.0001,0.0001,0.7686,0.0001,0.0001,0.1019,0.0001,0.0001
society/2016/jun/06/trial-study-treatment-weight-loss-fitness-cancer-recurrence,https://www.theguardian.com/society/2016/jun/06/trial-study-treatment-weight-loss-fitness-cancer-recurrence,"Trial to investigate link between weight, fitness and cancer recurrence",Society,yes,807,9,0.9791,0.0001,0.0193,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9791,0.0001,0.0001,0.0001,0.0002,0.0001
education/2016/nov/18/app-for-being-a-better-parent-works-oxford-university-study-finds,https://www.theguardian.com/education/2016/nov/18/app-for-being-a-better-parent-works-oxford-university-study-finds,"App for being a better parent works, Oxford University study finds",Education,yes,547,3,0.9395,0.0001,0.0001,0.0001,0.9395,0.0001,0.0001,0.0003,0.0145,0.0001,0.0443,0.0001,0.0001,0.0001,0.0002,0.0001
us-news/2016/dec/07/mammoth-us-health-bill-aims-to-approve-drugs-faster-but-concerns-linger,https://www.theguardian.com/us-news/2016/dec/07/mammoth-us-health-bill-aims-to-approve-drugs-faster-but-concerns-linger,US Senate passes $6.2bn health bill to expedite approval for drugs,US news,yes,985,9,0.5606,0.0001,0.2417,0.0001,0.0001,0.0001,0.0001,0.0785,0.0001,0.0001,0.5606,0.0001,0.0833,0.0001,0.035,0.0001
science/sifting-the-evidence/2015/apr/13/lets-help-mps-understand-the-value-of-randomised-controlled-trials,https://www.theguardian.com/science/sifting-the-evidence/2015/apr/13/lets-help-mps-understand-the-value-of-randomised-controlled-trials,Let's help MPs understand the value of randomised controlled trials,Science,yes,956,9,0.5196,0.0001,0.0001,0.0001,0.1569,0.0001,0.0001,0.0983,0.0001,0.0001,0.5196,0.0001,0.1536,0.0001,0.0001,0.0708
business/marketforceslive/2016/mar/14/gw-pharmaceuticals-doubles-in-value-after-cannabis-drug-success-in-epilepsy-trial,https://www.theguardian.com/business/marketforceslive/2016/mar/14/gw-pharmaceuticals-doubles-in-value-after-cannabis-drug-success-in-epilepsy-trial,GW Pharmaceuticals doubles in value after cannabis drug success in epilepsy trial,Business,yes,252,9,0.9017,0.0003,0.0002,0.0003,0.0006,0.0003,0.0003,0.0006,0.0003,0.0004,0.9017,0.0003,0.0935,0.0003,0.0005,0.0003
global-development-professionals-network/2015/dec/10/working-with-academics-it-gets-easier-honestly,https://www.theguardian.com/global-development-professionals-network/2015/dec/10/working-with-academics-it-gets-easier-honestly,Working with academics: it gets easier. Honestly,Working in development,yes,1052,3,0.5042,0.1949,0.0001,0.0001,0.5042,0.0001,0.0001,0.0002,0.0001,0.0001,0.1682,0.0001,0.1318,0.0001,0.0001,0.0001
science/2017/nov/13/facebook-likes-targeted-advertising-psychological-persuasion-academics-research,https://www.theguardian.com/science/2017/nov/13/facebook-likes-targeted-advertising-psychological-persuasion-academics-research,"One Facebook ‘like’ is all it takes to target adverts, academics find",Science,yes,846,3,0.4077,0.2431,0.0295,0.0001,0.4077,0.0001,0.0001,0.0002,0.3182,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001
environment/2017/oct/23/ocean-acidification-deadly-threat-to-marine-life-finds-eight-year-study,https://www.theguardian.com/environment/2017/oct/23/ocean-acidification-deadly-threat-to-marine-life-finds-eight-year-study,"Ocean acidification is deadly threat to marine life, finds eight-year study",Environment,yes,763,11,0.6484,0.0001,0.0001,0.0001,0.0002,0.0001,0.2236,0.0002,0.0001,0.0001,0.1265,0.0001,0.6484,0.0001,0.0002,0.0001
science/2017/aug/20/when-surgery-is-just-a-stitch-up-placebo-effect,https://www.theguardian.com/science/2017/aug/20/when-surgery-is-just-a-stitch-up-placebo-effect,When surgery is just a stitch-up,Science,yes,1666,9,0.9991,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.9991,0.0001,0.0001,0.0,0.0001,0.0
science/sifting-the-evidence/2016/oct/28/can-a-30-second-chat-with-a-gp-really-trigger-weight-loss,https://www.theguardian.com/science/sifting-the-evidence/2016/oct/28/can-a-30-second-chat-with-a-gp-really-trigger-weight-loss,Can a 30-second chat with a GP really trigger weight loss?,Science,yes,979,9,0.6837,0.0181,0.0001,0.0001,0.261,0.0001,0.0001,0.0002,0.0001,0.0001,0.6837,0.0001,0.0364,0.0001,0.0001,0.0001
society/2016/sep/16/mdma-ptsd-therapy-trauma-maps-medical-study,https://www.theguardian.com/society/2016/sep/16/mdma-ptsd-therapy-trauma-maps-medical-study,‘My therapist gave me a pill’: can MDMA help cure trauma?,Society,yes,4402,9,0.8575,0.0,0.0,0.0,0.0,0.0572,0.0,0.0,0.0,0.0,0.8575,0.0551,0.0,0.0,0.03,0.0
society/2017/may/06/dont-know-who-am-antidepressant-long-term-use,https://www.theguardian.com/society/2017/may/06/dont-know-who-am-antidepressant-long-term-use,‘I don’t know who I am without it’: the truth about long-term antidepressant use,Society,yes,3974,9,0.7501,0.0,0.0,0.0,0.2335,0.0,0.0,0.0001,0.0,0.0,0.7501,0.0,0.0,0.0,0.0161,0.0
science/2016/jul/24/elizabeth-parrish-gene-therapy-ageing,https://www.theguardian.com/science/2016/jul/24/elizabeth-parrish-gene-therapy-ageing,Can this woman cure ageing with gene therapy?,Science,yes,1562,9,0.72,0.0001,0.0,0.0001,0.2437,0.0,0.0087,0.0001,0.0,0.027,0.72,0.0001,0.0001,0.0,0.0001,0.0
world/2015/feb/26/us-quarantine-ebola-health-workers-morally-wrong-bioethics-commission,https://www.theguardian.com/world/2015/feb/26/us-quarantine-ebola-health-workers-morally-wrong-bioethics-commission,US quarantine for Ebola health workers 'morally wrong',World news,yes,626,12,0.4355,0.0453,0.0406,0.0001,0.1193,0.0001,0.0001,0.0002,0.0001,0.0919,0.2506,0.0001,0.0001,0.4355,0.0002,0.0157
society/2016/jun/06/high-fat-mediterranean-diet-does-not-cause-weight-gain-study-finds,https://www.theguardian.com/society/2016/jun/06/high-fat-mediterranean-diet-does-not-cause-weight-gain-study-finds,"High-fat Mediterranean diet does not cause weight gain, study finds",Society,yes,942,11,0.4894,0.0001,0.0001,0.0001,0.2633,0.0001,0.0001,0.0001,0.0001,0.0001,0.2465,0.0001,0.4894,0.0001,0.0001,0.0001
us-news/2015/jun/04/viagra-women-fda-hearing-flibanserin,https://www.theguardian.com/us-news/2015/jun/04/viagra-women-fda-hearing-flibanserin,'Female viagra': FDA panel backs Flibanserin with safety restriction,US news,yes,566,9,0.7298,0.0001,0.0776,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0974,0.7298,0.0001,0.0002,0.0001,0.0935,0.0001
